0.877166, 0.254588,
0.874705, 0.00246100000000005,
0.625039, 0.00492199999999998,
0.372706, 0.00112699999999999,
0.123039, 0.00358800000000004,
0.127961, 0.248333,
0.627294, 0.250794,
0.377627, 0.250794,
0.375167, 0.500461,
0.376500, 0.504255,
0.374039, 0.749,
0.626166, 0.751461,
0.625961, 0.755255,
0.376294, 0.752794,
0.373834, 1,
0.627294, 0.250794,
0.622373, 0.00112800000000002,
0.372706, 0.00112699999999999,
0.627500, 0.257049,
0.877166, 0.254588,
0.625039, 0.00492199999999998,
0.377627, 0.250794,
0.372706, 0.00112699999999999,
0.127961, 0.248333,
0.622373, 0.500461,
0.627294, 0.250794,
0.375167, 0.500461,
0.628627, 0.506716,
0.376500, 0.504255,
0.626166, 0.751461,
0.623500, 1.002461,
0.625961, 0.755255,
0.373834, 1,
0.377627, 0.250794,
0.627294, 0.250794,
0.372706, 0.00112699999999999,
